year,win_loss
1977,-2
1978,10
1979,32
1980,62
1981,48
1982,70
1983,84
1984,86
1985,66
1986,46
1987,42
1988,48
1989,60
1990,60
1991,60
1992,72
1993,100
1994,144
1995,176
1996,222
1997,254
1998,294
1999,294
2000,302
2001,308
2002,316
2003,314
2004,306
2005,328
2006,316
2007,296
2008,254
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
