year,win_loss
1977,-14
1978,2
1979,20
1980,48
1981,80
1982,90
1983,114
1984,114
1985,104
1986,86
1987,76
1988,50
1989,78
1990,104
1991,132
1992,156
1993,198
1994,228
1995,264
1996,264
1997,262
1998,292
1999,296
2000,320
2001,340
2002,330
2003,336
2004,312
2005,354
2006,380
2007,420
2008,448
2009,458
2010,484
2011,482
2012,482
2013,450
2014,464
2015,460
2016,424
2017,390
2018,350
2019,306
2020,301
2021,331
2022,377
2023,385
