year,win_loss
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,-42
1990,-86
1991,-116
1992,-136
1993,-130
1994,-130
1995,-112
1996,-112
1997,-86
1998,-66
1999,-64
2000,-48
2001,-38
2002,-32
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,-48
2016,-34
2017,-44
2018,-54
2019,-58
2020,-77
2021,-83
2022,-79
2023,-107
