year,win_loss
1977,6
1978,28
1979,42
1980,42
1981,64
1982,78
1983,102
1984,94
1985,94
1986,82
1987,56
1988,36
1989,-4
1990,26
1991,54
1992,66
1993,82
1994,110
1995,152
1996,188
1997,146
1998,176
1999,200
2000,224
2001,258
2002,292
2003,330
2004,362
2005,398
2006,442
2007,476
2008,506
2009,532
2010,550
2011,590
2012,624
2013,658
2014,700
2015,728
2016,780
2017,820
2018,832
2019,846
2020,839
2021,833
2022,819
2023,781
